fin_coa_cd|org_cd|org_rtng_mdl_nm|acct_dlgt_unvl_id|fdoc_typ_cd|obj_id|ver_nbr|fdoc_aprv_from_amt|fdoc_aprv_to_amt|acct_dlgt_prmrt_cd|acct_dlgt_start_dt|row_actv_ind|
BL|IUCF|HE WORKMAN|5599000352|AV|11400DC3F945041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|BA|11400DC3F946041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|BT|11400DC3F9BD041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|CRM|11400DC3F9C0041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|DI|11400DC3F948041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|DV|11400DC3F947041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|ELR|11400DC3F9C3041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|ERD|11400DC3F9B7041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|GEC|11400DC3F949041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|IB|11400DC3F94B041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|ICA|11400DC3F94A041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|ND|11400DC3F94C041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|PE|11400DC3F94D041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|SACC|11400DC3F9BA041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|SACD|11400DC3F9BE041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|SOBJ|11400DC3F9BB041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|ST|11400DC3F9BF041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|TF|11400DC3F9B6041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|LIBR|#1 DEL|1246104058|AA|11400DC3F49F041EE043814FD881041E|1.0|||Y|20000322000000|Y|
BL|LIBR|#1 DEL|1246104058|ACCT|11400DC3F4A0041EE043814FD881041E|1.0|||N|20000322000000|Y|
